17
843 1986
218 475 596
193 244 756
489 606 952
18 271 696
307 196 432
14 89 707
50 464 243
157 88 675
732 586 420
314 191 550
139 159 94
225 671 704
722 805 59
241 569 782
32 371 647
527 143 482
130 219 65
680 467 7
593 753 440
649 616 850
744 156 380
667 78 114
84 365 292
527 631 818
622 48 476
297 555 344
40 312 26
209 374 696
740 131 244
245 547 925
395 114 688
64 192 952
697 42 670
623 173 490
339 478 826
260 466 261
701 354 369
383 770 770
327 784 871
506 409 622
202 606 117
502 678 805
719 197 643
726 116 340
325 672 910
794 675 515
594 301 620
179 627 978
602 655 288
503 155 824
229 248 641
635 550 556
196 582 502
109 125 756
538 544 358
5 336 732
266 534 795
371 25 119
619 322 493
775 384 192
645 752 487
102 538 848
138 285 83
101 12 484
360 326 822
734 334 429
397 379 843
440 415 140
372 261 6
708 411 387
204 247 104
316 309 65
752 387 975
712 790 634
336 110 504
348 171 770
754 471 223
645 723 518
365 533 163
681 576 595
177 716 271
483 255 178
412 192 175
522 621 872
626 371 27
237 226 734
411 172 227
64 445 804
303 422 637
604 564 286
697 27 331
766 33 83
337 601 866
747 135 482
535 291 873
132 773 30
158 768 756
732 711 758
185 411 270
75 45 956
509 230 164
50 683 590
388 180 530
670 389 632
786 531 334
744 687 455
289 349 857
676 95 885
415 195 931
659 217 357
137 296 156
670 183 337
560 389 756
764 768 60
702 191 885
173 446 483
51 271 28
647 537 651
412 146 724
493 224 52
596 548 990
753 404 870
107 591 714
470 100 423
429 49 939
258 191 357
741 249 156
556 287 541
555 665 201
338 459 529
123 286 248
569 667 977
222 575 408
38 90 978
592 314 218
744 103 280
203 667 36
24 125 168
641 70 78
774 455 108
90 740 944
217 508 673
524 783 768
40 350 634
279 60 812
716 632 309
616 483 875
5 41 355
431 328 450
742 747 246
769 3 869
236 174 132
349 28 388
87 592 312
795 320 244
242 421 123
380 371 17
655 19 172
255 27 842
150 261 400
750 612 454
739 113 416
544 371 595
272 143 266
4 22 793
656 262 18
313 614 793
756 625 275
217 284 459
756 504 279
227 84 551
353 523 178
293 8 524
148 557 737
20 596 877
130 379 883
587 727 243
347 138 567
152 336 579
296 273 547
560 327 101
499 337 292
473 575 696
126 684 795
349 103 76
516 779 633
182 139 478
166 196 456
463 276 993
360 617 208
207 72 513
603 249 613
104 106 862
543 208 32
736 53 846
552 777 310
22 497 528
117 399 740
596 272 535
122 391 657
13 579 789
147 759 940
377 585 705
228 217 776
65 96 477
179 767 385
270 741 315
52 649 71
509 39 158
106 441 158
589 599 787
674 17 179
710 698 278
714 545 147
333 89 615
5 213 120
197 407 24
5 603 817
258 146 928
629 456 889
740 509 155
272 742 749
258 324 677
549 687 518
192 94 675
169 63 816
411 271 800
36 768 352
802 96 332
148 208 312
549 618 661
203 469 293
153 537 832
26 231 300
222 214 401
115 675 104
465 376 66
384 513 507
107 505 478
217 185 749
380 694 672
55 637 863
460 574 31
592 253 71
23 53 678
339 334 81
582 493 448
233 788 460
791 641 813
306 32 958
300 789 825
387 805 865
703 665 34
242 143 528
479 785 876
108 258 704
268 247 993
763 525 452
113 672 676
613 802 440
229 182 483
73 220 422
646 43 299
71 365 93
454 516 609
105 70 725
410 642 737
125 728 591
760 726 862
20 124 826
741 484 617
351 426 525
566 266 848
350 786 645
312 279 557
766 407 83
381 666 162
652 421 625
315 134 207
487 399 713
438 337 631
407 393 451
657 780 865
283 161 745
113 316 355
754 193 63
467 711 206
679 338 237
794 182 501
534 523 657
380 113 532
742 27 91
294 245 444
414 597 579
374 661 301
577 617 866
558 100 877
776 418 775
220 771 426
156 76 991
485 363 476
428 439 935
737 541 895
805 555 867
355 498 886
792 336 140
477 691 420
405 724 650
755 314 330
480 102 988
8 6 494
75 62 239
524 518 550
258 339 857
187 363 533
114 172 56
767 414 934
446 60 789
260 153 719
646 697 41
360 83 955
250 678 55
333 376 194
309 471 979
35 561 556
102 624 934
124 241 602
794 569 953
703 45 998
191 752 507
535 288 250
280 122 144
107 782 533
18 638 364
680 472 607
469 735 568
632 650 194
731 96 721
685 153 981
543 109 980
624 149 225
364 238 553
656 707 41
699 107 916
179 457 907
275 763 952
58 731 780
622 335 331
477 434 162
514 180 85
355 802 337
803 474 913
347 160 37
436 727 727
314 313 659
215 352 533
329 493 45
225 389 855
704 452 867
152 601 408
441 242 575
261 784 362
587 556 456
615 191 818
649 586 890
628 134 81
142 2 449
427 732 200
60 768 634
708 705 898
374 476 369
757 686 467
553 624 309
701 428 227
484 182 305
400 371 45
690 768 579
129 86 199
450 324 700
35 297 206
233 761 110
569 433 843
373 427 368
494 466 294
266 584 458
27 525 258
790 757 856
94 412 146
139 701 853
540 191 827
276 343 924
424 535 766
325 27 3
134 501 71
407 101 455
241 491 928
92 143 728
603 499 834
154 369 321
523 141 566
388 712 753
268 763 13
306 69 387
411 269 196
94 176 77
693 748 108
451 231 975
178 378 412
239 418 802
54 456 506
629 688 769
144 794 900
553 544 586
473 648 179
447 531 987
303 444 332
726 290 868
262 568 176
598 391 996
114 171 38
693 636 756
65 678 848
615 801 592
290 696 101
355 429 764
232 695 659
66 665 71
382 437 15
501 253 750
711 403 323
341 96 711
383 212 655
496 557 713
436 88 175
506 300 362
628 68 509
163 37 659
90 220 481
626 376 175
776 411 287
365 474 552
591 399 461
555 17 213
530 333 782
395 519 87
7 791 857
620 484 176
741 125 362
542 286 266
470 739 931
381 613 304
57 356 65
688 92 601
489 87 690
373 362 385
410 558 688
429 651 623
377 190 847
13 469 669
686 206 661
356 270 931
767 544 636
236 91 429
220 776 245
280 490 798
728 462 542
519 634 716
540 136 414
288 144 995
493 335 168
184 739 134
360 600 472
410 232 460
87 512 507
684 144 355
186 18 278
244 147 60
773 666 86
786 766 923
597 753 464
418 271 828
685 225 148
161 68 484
770 164 139
648 91 700
29 426 361
109 735 890
541 411 957
509 165 789
191 392 726
247 30 752
69 625 277
114 743 302
30 56 521
257 156 435
785 666 862
62 629 572
404 636 570
136 448 701
281 29 980
608 761 304
120 460 760
417 477 474
1 19 827
190 772 204
276 1 657
165 671 470
791 500 565
436 655 835
325 678 944
218 739 952
676 56 97
106 381 133
770 647 789
272 415 978
374 320 896
560 407 121
160 219 856
14 422 91
602 464 128
305 155 528
86 413 211
17 512 775
526 280 690
315 442 693
662 206 745
797 155 210
786 408 547
539 696 234
335 180 478
384 501 54
605 191 82
630 672 221
643 658 393
247 159 239
720 692 328
5 670 544
649 325 643
757 740 578
435 205 124
576 589 833
781 537 761
641 202 179
279 666 343
711 522 345
130 352 715
428 36 26
257 634 297
189 299 832
330 451 139
40 409 211
308 745 62
710 562 339
575 364 723
518 178 503
592 286 553
432 414 26
571 508 884
600 358 955
470 778 804
96 346 322
17 281 107
225 770 519
205 378 6
248 223 178
668 289 623
787 206 212
150 267 677
54 486 580
573 737 672
579 522 3
219 794 213
649 539 697
575 374 737
28 401 348
44 210 648
772 40 71
792 767 301
535 284 147
74 620 419
665 483 499
686 734 691
207 420 319
775 624 545
296 151 962
766 91 678
607 767 552
452 68 603
432 503 606
555 171 534
144 655 225
28 718 846
377 128 246
19 198 312
586 596 353
72 488 96
565 293 416
189 377 947
291 564 596
262 327 360
673 304 945
389 305 604
294 624 970
782 724 509
803 700 12
538 771 42
690 238 841
663 280 617
537 495 788
710 322 53
561 398 341
648 581 704
200 473 11
17 2 400
616 346 754
284 132 494
183 184 117
129 690 222
487 90 955
366 343 118
368 758 916
598 659 180
39 502 571
143 257 451
167 102 95
240 165 253
435 74 274
657 445 714
92 582 932
463 351 297
397 610 91
95 346 802
538 618 322
370 443 270
31 761 586
508 73 66
117 623 126
279 791 396
341 110 825
676 242 97
520 40 800
541 287 19
506 708 288
294 608 127
49 338 441
757 579 277
221 590 722
384 267 200
722 692 157
495 382 561
737 684 238
802 317 800
765 609 360
541 778 750
106 154 691
144 476 44
35 8 690
131 51 401
721 455 398
20 372 76
337 65 931
700 589 987
653 21 612
572 776 514
690 491 748
722 548 639
528 271 514
81 281 546
799 533 110
437 263 599
441 197 126
673 632 5
347 153 910
458 54 626
104 474 569
101 91 979
514 402 616
752 410 689
105 527 211
381 335 32
260 694 389
689 280 411
137 272 954
15 365 65
614 671 884
456 469 419
503 802 959
597 546 972
798 197 68
568 504 759
543 392 880
290 671 548
382 414 876
781 686 197
363 112 217
615 54 674
437 690 710
536 642 879
794 535 469
452 533 253
49 669 240
224 457 936
636 418 256
128 263 609
413 100 524
394 519 123
565 334 608
270 443 942
449 640 495
445 485 684
120 447 838
502 9 438
479 428 467
399 557 256
125 642 637
714 734 206
173 735 456
138 374 889
796 301 893
316 491 63
336 183 226
282 15 96
778 262 281
574 74 851
364 605 827
475 680 468
633 403 357
798 366 969
479 293 82
627 16 745
359 640 561
587 408 110
123 740 432
739 59 392
34 367 510
774 38 46
360 135 350
131 718 389
88 438 982
171 109 133
754 246 35
509 466 128
170 754 253
67 285 734
576 753 738
222 511 19
59 586 15
696 3 710
315 219 76
310 1 415
64 536 405
544 357 602
557 142 775
328 283 100
275 92 804
549 730 455
532 329 107
167 364 687
342 604 568
181 262 309
133 338 600
200 610 969
279 68 437
724 413 442
258 367 592
790 354 627
717 15 437
706 258 727
744 415 48
303 541 808
134 226 322
469 198 197
592 777 209
163 705 425
135 566 375
694 324 422
116 563 198
686 412 401
525 712 71
544 368 518
1 614 883
330 29 188
702 280 763
514 259 603
656 39 112
325 555 230
235 521 246
335 485 120
627 790 885
343 238 569
228 457 977
334 249 609
748 140 381
585 499 479
99 465 857
342 456 284
458 117 891
208 62 411
440 508 366
372 634 770
194 266 117
138 320 302
575 662 629
60 194 392
162 528 800
511 369 892
700 566 839
616 94 210
14 552 446
544 136 474
723 241 294
280 200 161
260 155 609
250 448 177
668 377 567
658 312 180
662 434 993
487 149 969
35 551 84
331 420 531
773 804 326
413 118 40
652 640 814
337 121 228
421 254 545
231 600 11
470 268 675
485 362 321
287 299 201
491 321 700
29 375 238
128 112 538
108 753 553
178 483 288
532 784 682
347 358 644
741 341 985
151 214 316
714 227 398
241 604 158
342 302 537
167 513 682
536 729 718
319 385 919
148 578 382
491 682 771
218 169 68
738 7 174
351 322 573
455 705 497
346 713 45
484 671 426
539 317 7
761 606 41
458 265 304
154 436 696
586 544 521
555 533 598
407 375 397
247 772 291
95 147 923
760 161 803
720 254 197
500 224 557
537 245 665
84 552 886
48 507 379
761 681 887
656 431 53
803 379 420
524 760 215
203 141 383
300 179 650
218 610 927
792 263 332
154 120 356
506 344 813
745 361 830
48 207 167
147 53 130
503 216 66
362 512 290
344 328 475
755 659 514
383 304 313
685 675 240
89 749 852
435 17 616
602 592 982
94 236 204
778 165 513
694 204 477
199 263 813
706 102 439
546 643 818
753 213 216
45 72 941
163 785 790
43 493 157
548 382 917
30 723 438
347 361 785
35 40 701
757 648 146
736 332 997
266 397 113
175 425 169
632 52 202
528 698 59
653 589 469
575 355 840
210 463 366
191 477 214
425 804 109
140 577 587
535 693 16
207 692 494
684 798 149
137 545 971
485 83 213
279 331 631
334 497 229
188 486 8
193 35 471
237 407 638
790 421 223
117 626 380
572 106 699
88 483 708
669 286 169
516 310 69
101 586 818
50 558 42
335 639 805
387 689 975
71 463 851
365 533 214
237 677 431
697 655 431
138 294 586
759 577 531
229 571 964
659 374 486
543 54 197
60 281 874
594 51 313
474 4 876
410 369 242
241 207 481
567 490 775
218 438 128
134 749 943
631 441 724
797 115 695
711 148 555
602 281 516
745 242 278
611 141 255
207 76 90
614 379 265
699 109 973
415 440 678
13 73 648
353 442 155
582 408 419
375 795 611
507 337 723
660 168 485
590 177 88
10 246 244
715 39 868
1 341 601
82 396 733
422 646 100
12 734 172
740 134 2
725 329 857
796 721 485
733 134 964
191 756 945
673 599 288
758 286 637
113 584 152
421 168 664
708 15 613
238 595 363
33 644 444
469 509 755
149 589 934
305 511 695
620 363 381
602 797 426
646 291 322
592 495 717
280 325 827
140 314 473
82 354 963
324 702 655
186 581 18
666 196 21
68 776 654
503 438 288
500 410 642
198 211 382
537 694 39
331 546 208
288 180 314
726 201 13
403 717 534
110 599 824
646 165 527
516 352 883
391 282 794
20 753 296
679 207 495
785 751 393
323 51 556
692 801 630
51 734 46
576 230 129
261 761 334
388 21 790
525 34 487
688 648 508
626 530 938
406 351 393
685 124 754
123 103 842
300 386 707
662 453 283
488 34 189
462 757 594
636 335 174
136 19 753
151 730 793
347 281 882
699 555 245
142 585 627
527 180 714
525 598 428
530 406 910
497 59 44
47 83 32
137 187 451
217 495 80
445 160 327
342 774 626
254 542 571
518 357 143
762 27 78
424 323 220
54 22 775
687 51 479
584 570 148
756 646 341
716 24 744
121 282 609
636 348 990
449 394 8
517 201 433
419 412 534
509 466 397
585 532 646
552 12 381
352 790 800
441 638 680
365 665 595
120 215 36
654 691 570
382 483 691
597 760 579
82 560 463
677 454 494
132 601 947
223 446 892
345 288 729
87 72 982
468 455 954
444 354 939
328 343 338
320 561 19
506 643 198
82 588 811
684 127 816
521 392 269
286 401 459
320 521 385
687 485 679
571 671 8
743 537 314
78 377 761
355 462 836
44 607 874
546 318 811
678 629 366
657 592 733
653 757 258
652 782 136
336 91 965
150 742 21
399 710 706
209 463 367
650 619 662
697 466 941
72 729 63
783 680 480
91 225 687
688 581 119
327 438 871
724 534 554
93 756 200
222 547 318
802 121 111
134 75 177
530 770 739
232 61 519
711 756 330
604 186 490
296 590 104
36 457 959
767 507 965
70 707 560
482 771 656
159 574 752
22 414 130
239 205 874
407 254 118
576 352 718
157 780 300
699 220 446
548 275 832
758 462 104
517 529 379
327 68 994
778 308 559
402 111 999
509 533 663
172 244 948
104 166 831
782 790 124
57 685 729
129 436 469
514 358 37
773 312 580
347 315 705
75 662 205
173 463 821
275 619 993
184 261 201
606 215 273
450 171 723
395 717 655
659 795 586
555 767 263
58 112 733
192 522 843
511 75 69
102 571 966
576 344 168
703 538 38
456 593 13
187 112 700
132 280 620
639 791 559
786 337 975
134 167 836
324 570 911
358 741 366
417 483 242
668 72 665
359 151 135
62 148 876
677 145 310
485 64 471
459 228 659
21 782 942
779 420 440
438 684 489
496 557 951
158 386 574
791 605 519
370 444 98
18 753 932
104 31 886
775 144 849
457 228 29
551 18 30
798 417 305
429 101 232
47 77 828
604 520 3
184 664 210
248 270 459
73 177 955
19 153 808
48 263 774
532 769 303
17 555 396
283 638 425
1 277 902
449 490 695
234 200 868
153 99 659
344 436 834
447 286 398
237 765 833
528 790 387
29 517 884
33 615 702
512 337 340
630 202 831
308 531 503
756 480 161
99 75 951
59 9 940
477 418 230
29 519 257
277 196 639
72 400 482
56 609 858
140 299 27
364 171 973
629 469 451
82 202 356
740 67 901
434 96 3
531 42 238
137 511 148
232 549 998
598 455 624
412 541 131
42 292 603
181 492 439
173 542 148
57 579 847
589 184 728
633 517 528
737 687 367
68 741 623
349 145 747
748 210 991
548 279 638
730 555 810
519 393 977
517 168 751
294 281 326
528 160 670
731 469 58
506 325 26
632 401 790
187 437 833
156 381 472
444 200 561
83 721 559
249 70 855
383 688 686
625 500 790
657 606 477
339 149 835
680 260 141
352 321 633
392 558 665
804 334 66
213 251 469
349 571 335
78 340 638
713 685 753
7 528 339
448 711 408
78 214 18
738 90 651
650 102 937
721 495 730
398 620 483
264 652 465
711 544 253
640 55 757
619 641 953
341 220 894
581 503 902
69 385 826
368 241 362
742 796 489
101 614 883
124 302 882
106 311 682
541 1 221
137 655 398
571 121 597
63 753 885
629 788 992
738 764 71
638 220 305
44 716 749
372 448 478
407 260 412
569 85 555
549 432 910
184 754 803
370 14 134
664 802 274
268 577 503
667 693 409
218 511 385
642 733 314
222 660 794
260 264 593
376 499 438
255 540 583
451 381 172
799 490 61
534 629 752
62 168 338
301 561 996
770 445 188
415 410 178
209 213 49
207 183 887
18 104 264
91 663 772
740 439 741
84 261 593
35 373 3
506 478 601
551 296 958
664 114 365
155 686 667
171 553 955
41 643 337
460 437 959
204 263 852
298 551 803
361 186 354
318 335 396
523 51 478
615 318 668
487 545 430
520 375 751
436 525 95
256 417 45
6 529 889
325 346 159
141 688 684
513 163 228
268 86 497
308 12 550
806 362 975
455 516 269
118 190 233
444 628 826
426 645 928
391 724 13
763 126 938
99 223 112
560 631 933
247 446 336
702 588 646
332 267 36
282 715 716
364 786 305
146 729 589
328 42 137
651 514 75
701 591 735
247 436 204
662 425 169
655 196 473
492 57 180
489 353 843
201 71 684
99 726 2
440 461 119
535 352 699
171 45 829
403 221 264
252 410 691
422 337 658
59 107 967
513 180 580
351 740 446
303 500 803
773 202 900
20 554 606
733 13 707
723 96 985
81 737 862
268 653 206
946 1728
124 893 322
841 132 811
367 905 635
911 444 678
800 193 356
33 872 783
881 499 674
328 303 191
1 305 521
6 345 197
563 698 875
59 227 289
326 229 44
312 151 787
781 335 595
619 343 11
460 509 224
604 167 269
800 902 526
42 505 199
281 812 480
269 729 36
738 940 914
556 517 549
407 173 445
163 419 232
761 208 775
864 848 12
740 841 145
689 798 887
37 107 637
394 422 584
184 905 375
566 769 71
919 213 722
76 84 934
109 358 608
364 384 518
396 775 152
121 339 108
534 828 740
589 132 69
866 370 461
256 804 819
166 175 726
489 475 478
740 803 323
632 509 461
336 437 890
68 5 235
665 915 41
680 143 473
757 785 278
765 817 629
656 483 279
28 286 241
541 904 789
761 533 22
213 156 658
183 866 597
64 474 424
604 731 592
625 933 621
487 829 801
921 783 859
370 87 207
157 27 237
431 364 331
27 304 182
762 655 958
869 138 207
640 154 986
22 254 490
478 204 237
815 451 742
258 698 684
265 616 556
905 380 227
631 486 881
615 560 31
126 294 622
764 28 882
499 851 573
4 125 894
571 895 945
432 243 683
226 667 137
500 932 501
925 2 843
852 279 99
514 831 783
509 790 376
347 509 264
446 214 300
25 419 51
587 208 640
504 379 773
744 382 585
631 411 732
700 880 923
142 241 317
279 223 37
905 84 339
322 944 546
758 74 890
631 686 753
407 204 417
704 382 769
480 18 268
273 91 676
527 907 964
602 946 505
18 691 931
880 23 901
854 896 62
525 681 325
248 163 334
120 461 413
474 8 943
530 454 544
795 329 60
604 561 358
559 191 582
787 11 657
332 358 555
738 610 299
760 689 309
342 920 155
718 452 3
119 708 213
201 769 787
69 879 130
226 811 82
748 565 294
213 940 412
672 617 199
134 695 466
892 330 40
26 652 608
603 833 590
274 252 505
99 540 175
723 684 182
318 676 810
333 43 83
411 399 608
459 466 982
647 555 870
201 112 297
588 257 165
418 347 714
562 591 28
